id_bu,id_bu_encuesta,encuesta,encuesta_a,encuesta_m,pond,secu,estrato,region_3,zona_u_r,gse,bienestar_2,bienestar_7_a,bienestar_7_d,bienestar_7_f,bienestar_7_b,bienestar_7_g,bienestar_7_h,bienestar_7_c,bienestar_7_e,bienestar_7_j,percepcion_1_a,percepcion_1_b,percepcion_1_c,percepcion_2,percepcion_3,percepcion_5,percepcion_6,percepcion_38,percepcion_4,eval_gob_1,iden_pol_2,eval_act_pol_1_fh,eval_act_pol_1_co,eval_act_pol_1_ae,eval_act_pol_1_el,eval_act_pol_1_dv,eval_act_pol_1_ca,eval_act_pol_1_gu,eval_act_pol_1_en,eval_act_pol_1_gm,eval_act_pol_1_em,eval_act_pol_1_hb,eval_act_pol_1_ft,eval_act_pol_1_gq,eval_act_pol_1_gw,eval_act_pol_1_hd,eval_act_pol_1_gt,confianza_6_a,confianza_6_b,confianza_6_c,confianza_6_j,confianza_6_d,confianza_6_e,confianza_6_f,confianza_6_n,confianza_6_x,confianza_6_g,confianza_6_h,confianza_6_i,confianza_6_k,confianza_6_s,confianza_6_o,confianza_6_p,confianza_6_r,confianza_6_m,confianza_6_ab,confianza_6_ac,democracia_21,ciudadania_28_c,democracia_38,democracia_39_a,democracia_39_b,democracia_40_a,democracia_40_b,democracia_40_c,democracia_40_d,religion_14,pobreza_39_a,pobreza_39_n,pobreza_39_e,pobreza_39_g,pobreza_39_h,pobreza_39_m,pobreza_112,pobreza_113,percepcion_32_a,percepcion_32_b,pobreza_63,pobreza_115,pobreza_13_a,pobreza_13_b,pobreza_13_c,bienestar_23_a,bienestar_23_b,bienestar_23_c,bienestar_23_d,bienestar_24,interes_pol_24_a,interes_pol_24_b,interes_pol_24_c,interes_pol_24_d,interes_pol_24_e,interes_pol_18_a,interes_pol_18_j,interes_pol_18_b,interes_pol_18_c,interes_pol_18_d,interes_pol_18_k,interes_pol_18_l,interes_pol_18_e,interes_pol_18_f,interes_pol_18_h,interes_pol_18_m,interes_pol_18_n,interes_pol_18_o,interes_pol_18_p,interes_pol_18_g,interes_pol_18_q,interes_pol_18_r,interes_pol_25,redes_1,redes_59_a,redes_59_b,redes_59_c,redes_59_d,redes_59_e,redes_60_a,redes_60_b,redes_61,religion_63,pobreza_62,pobreza_109_a,pobreza_109_b,pobreza_109_c,pobreza_109_d,pobreza_109_e,pobreza_109_f,pobreza_109_g,pobreza_109_h,pobreza_109_i,pobreza_1_a,pobreza_1_b,pobreza_2_a,pobreza_2_b,educacion_104_a,pobreza_75_e,pobreza_75_d,pobreza_75_c,pobreza_75_a,pobreza_75_b,pobreza_75_f,pobreza_75_g,pobreza_76_e,pobreza_76_d,pobreza_76_c,pobreza_76_a,pobreza_76_b,pobreza_76_f,pobreza_76_g,pobreza_116,interes_pol_1_b,iden_pol_3,iden_pol_3_a,elec_part_37,elec_pres_144_a,elec_pres_144_b_2,elec_pres_145_a,elec_pres_145_b,elec_pres_1,sexo,edad,info_enc_59_2,info_enc_58,info_enc_30_b,info_enc_8,estado_civil_g,info_enc_61,esc_nivel_1_c,info_enc_57,info_hogar_28_c,pobreza_100,info_enc_62
740-93,740,93,2025,3,.4129166867165322,93051,6,5,1,3,10,4,4,5,4,-7,4,4,4,4,10,1,26,2,2,3,3,4,2,2,5,3,4,4,3,2,2,2,6,3,4,3,3,6,6,6,4,4,4,3,3,4,3,3,2,3,4,3,4,4,4,4,4,3,3,4,3,2,1,10,2,1,1,1,1,3,3,2,1,2,2,2,1,3,2,1,8,1,0,1,9,11,8,7,5,7,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,1,2,9,12,2,4,4,0,10,1,0,0,0,0,0,0,5,0,5,10,6,3,6,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,4,15,15,1,1,,9,5,-9,1,70,1,2,,1,8,2,4,1,,1,7
741-93,741,93,2025,3,.6500251044002564,93167,20,13,1,3,6,3,-7,4,4,3,3,4,3,3,1,10,3,3,2,2,3,3,2,2,5,3,4,3,6,3,6,6,6,6,3,6,6,6,6,6,6,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,1,3,5,1,1,2,2,2,3,2,1,2,1,2,2,1,2,2,1,7,3,1,9,8,11,0,10,8,7,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,12,2,2,3,3,1,5,5,0,0,0,0,0,0,0,0,0,5,2,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,15,15,1,1,,7,2,13,2,57,1,2,,1,8,2,4,1,,-8,1
742-93,742,93,2025,3,.9777506075704981,93162,20,13,1,4,10,4,-7,5,5,-7,3,4,5,3,2,3,5,4,1,4,3,3,2,2,5,2,4,2,2,4,6,5,6,6,6,6,6,6,6,6,6,4,4,1,3,4,1,2,4,3,4,1,3,3,2,2,2,1,1,2,3,2,1,5,2,1,1,1,1,2,3,2,2,3,2,2,1,3,5,5,7,6,5,11,8,14,6,10,5,10,2,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,7,3,4,2,5,10,7,4,4,4,4,4,4,4,4,4,6,4,6,4,5,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,5,18,,1,3,,9,1,-9,2,26,1,2,,1,8,1,6,2,3,3,4
743-93,743,93,2025,3,.2444922328521209,93162,20,13,1,4,10,1,-7,5,5,4,4,5,5,1,1,3,5,2,3,3,3,4,2,2,1,2,2,4,2,4,6,6,6,6,3,6,6,6,6,6,6,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,4,3,3,10,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2,1,10,0,1,11,6,10,10,0,10,3,2,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,5,2,11,2,5,4,0,10,10,0,10,0,0,0,0,0,0,10,6,4,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,15,15,1,2,,2,1,21,2,40,1,2,,1,6,2,6,1,,4,1
744-93,744,93,2025,3,1.162571904125285,93162,20,13,1,4,5,4,4,5,4,2,2,2,2,2,3,6,10,1,3,1,4,5,3,2,5,2,2,5,1,2,1,5,3,2,3,3,3,2,6,2,2,4,4,1,4,3,3,4,4,3,3,2,4,4,3,4,3,2,3,3,4,2,1,5,1,1,1,1,1,3,2,1,1,2,2,2,1,1,2,5,4,10,0,2,11,6,10,10,10,10,2,3,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,1,5,2,4,4,0,10,10,0,10,0,0,0,10,0,0,10,4,10,5,2,5,1,1,1,2,1,1,1,1,2,1,1,1,1,1,4,5,15,15,1,1,,9,11,21,2,53,1,2,,1,1,2,5,2,1,1,3
745-93,745,93,2025,3,.593590737763027,93162,20,13,1,4,6,5,-7,5,5,-7,5,5,5,4,1,3,5,1,3,2,4,4,3,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,4,3,3,4,3,4,4,4,3,3,2,-8,4,4,3,4,3,3,4,3,1,9,1,1,4,1,4,1,1,1,1,2,1,1,1,2,1,1,4,4,0,13,7,-8,4,10,3,10,1,-8,3,4,4,3,2,2,2,2,2,2,2,1,2,2,2,-8,2,2,2,2,2,,3,4,12,-8,8,4,4,5,7,5,6,7,7,5,6,7,6,8,5,5,7,4,5,8,7,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5,5,1,,1,1,,1,3,13,2,65,1,2,,1,7,2,3,1,,0,7
746-93,746,93,2025,3,.3971046277621753,93162,20,13,1,4,9,5,5,5,5,2,2,2,-7,5,10,11,1,3,1,3,3,3,1,1,6,4,5,2,3,2,5,6,6,6,2,6,6,2,6,6,6,4,1,3,4,2,4,4,2,3,4,1,3,4,1,2,4,1,2,1,1,3,1,10,2,3,1,2,1,1,2,1,2,2,1,2,1,1,1,4,6,5,10,6,11,9,5,5,6,10,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,4,12,12,12,2,1,5,5,0,7,10,0,0,0,0,0,0,0,1,0,3,10,3,2,3,2,1,1,1,1,2,1,-8,1,3,1,1,3,1,4,5,9,,1,1,,1,4,13,1,71,1,1,5,1,2,2,1,1,,0,1
747-93,747,93,2025,3,.4659025810238485,93167,20,13,1,3,8,3,5,4,4,-7,4,3,4,4,2,11,4,3,2,4,3,4,2,2,-8,4,4,5,2,3,3,3,3,3,3,3,3,3,3,4,6,2,2,2,4,3,2,3,2,4,2,2,3,4,2,2,3,2,4,4,3,2,1,10,2,2,1,1,1,1,2,3,1,3,2,3,1,3,2,1,6,5,5,13,14,10,7,7,5,7,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,12,12,5,5,0,10,5,5,10,0,5,0,5,5,10,10,5,7,3,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-8,-8,1,1,,5,2,-9,1,76,1,2,,1,1,2,6,1,,1,7
748-93,748,93,2025,3,.3859768308518051,93111,14,9,1,3,10,4,5,5,4,-7,4,4,4,2,10,2,3,2,2,4,3,4,3,2,-9,1,2,4,2,4,1,4,2,2,2,1,4,3,6,5,2,3,1,2,4,4,3,4,1,3,3,1,4,4,3,3,3,1,3,3,3,2,1,10,1,1,1,2,1,2,2,1,1,1,1,1,1,1,5,9,5,6,6,11,9,2,10,10,10,10,1,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,12,8,2,4,2,10,10,1,0,10,0,0,0,0,0,0,10,1,4,5,3,6,2,1,1,2,-9,2,1,2,2,2,1,1,1,1,1,5,15,15,1,2,,3,4,13,2,63,1,1,5,1,1,2,2,2,2,4,8
749-93,749,93,2025,3,.6479344693027005,93111,14,9,1,3,8,5,-7,5,5,2,2,2,4,2,3,5,1,3,1,2,2,4,2,2,5,3,3,3,3,2,3,2,3,6,3,4,6,6,6,6,4,-9,2,3,4,2,3,3,2,3,-8,2,3,3,3,3,3,2,2,3,3,1,2,5,2,1,2,2,2,1,1,2,2,2,2,3,2,1,5,5,4,6,5,1,9,5,7,10,5,10,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,3,2,5,4,10,8,3,4,5,6,8,5,8,0,7,3,2,9,8,7,6,4,3,8,5,2,1,2,1,3,2,1,1,1,1,1,1,1,1,2,4,15,15,1,1,,3,9,20,2,51,1,1,5,1,1,2,4,1,,1,3
75-93,75,93,2025,3,.4110572305417147,93121,16,10,1,4,8,5,-8,5,1,2,2,2,2,1,1,2,10,1,3,3,3,4,2,2,-8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,4,4,4,4,2,2,4,4,2,4,4,3,4,3,3,3,3,3,3,1,10,1,1,1,1,1,1,1,2,1,2,1,1,1,5,2,4,3,1,0,9,6,13,10,10,10,10,1,4,4,4,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,,3,2,2,2,7,2,4,2,10,1,1,4,10,0,6,10,0,10,0,10,3,10,6,8,6,2,3,2,3,3,1,3,2,3,1,3,3,3,3,3,5,15,15,1,1,,9,11,-9,2,83,1,2,,1,7,2,1,1,,-8,7
750-93,750,93,2025,3,1.792265963517504,93013,2,2,1,3,5,2,1,5,3,5,4,4,4,2,3,5,7,1,2,4,3,5,3,2,5,1,1,5,1,4,3,6,3,6,3,6,6,3,6,6,6,1,3,1,4,3,3,3,3,3,4,1,4,4,4,4,3,2,3,3,3,2,1,9,1,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,5,9,0,9,1,13,10,10,10,10,1,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,,2,1,1,7,4,1,4,5,10,10,10,10,10,0,10,0,10,5,10,10,6,10,3,8,5,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,4,1,,1,2,,1,2,-9,2,29,1,2,,1,8,1,8,2,6,6,1
751-93,751,93,2025,3,.7081807654444569,93049,6,5,1,2,7,4,4,4,4,-7,4,3,4,3,10,6,1,3,2,4,3,4,2,3,-9,-9,3,3,2,2,6,6,6,6,3,6,6,6,6,6,6,3,4,3,4,4,3,4,2,4,3,3,4,4,3,3,3,3,2,3,3,1,3,7,2,1,1,1,1,2,3,2,2,4,3,3,2,2,5,4,1,7,0,5,8,10,7,8,4,6,3,2,4,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,12,2,4,5,7,10,1,0,6,0,5,0,2,3,5,6,7,5,8,2,10,2,1,2,1,2,1,1,1,1,1,1,1,1,1,3,5,15,15,1,-9,,2,9,21,2,60,1,2,,1,1,2,3,1,,4,7
752-93,752,93,2025,3,.9474730942444627,93040,6,5,1,3,10,3,4,5,5,5,5,5,4,2,2,12,5,3,2,5,2,3,2,2,4,3,4,2,6,1,6,6,6,6,6,6,6,6,6,6,6,2,3,4,4,4,2,3,3,4,3,4,4,4,4,3,4,4,1,3,3,3,4,0,1,1,1,1,1,1,3,1,2,3,2,3,2,3,3,9,8,3,2,13,2,3,4,8,0,10,1,3,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,3,4,4,1,12,4,2,5,0,1,10,0,10,3,10,4,6,4,5,9,7,5,9,10,10,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,5,15,15,1,1,,7,11,-9,2,27,1,2,,1,8,2,4,1,,1,10
753-93,753,93,2025,3,.3554502356601402,93229,20,13,1,1,1,1,5,5,5,4,1,3,5,3,3,16,10,1,3,1,4,5,3,2,8,1,3,5,3,4,3,3,3,4,3,4,5,1,6,3,6,2,3,2,4,4,3,3,3,4,4,2,4,4,3,4,4,3,2,2,3,1,2,10,1,1,2,2,1,3,2,1,2,4,3,3,2,1,4,4,5,5,5,13,9,12,2,10,0,0,3,1,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,,2,1,5,3,11,2,4,4,7,10,4,10,10,2,0,1,2,10,0,9,1,4,6,3,4,2,3,2,3,3,2,3,3,3,3,3,3,3,3,5,3,23,,1,2,,2,12,-9,2,57,1,2,,1,1,2,7,2,10,7,8
754-93,754,93,2025,3,1.882560038944675,93179,20,13,1,1,8,4,-7,-7,5,5,4,4,3,4,10,3,2,4,2,4,3,3,2,2,9,2,2,4,3,3,3,4,2,3,5,3,4,3,4,3,2,3,4,2,3,3,3,2,3,3,3,3,4,2,1,2,2,2,2,3,3,1,1,4,1,2,3,1,2,2,2,1,1,4,2,3,3,1,5,5,1,6,6,7,4,3,7,7,9,7,3,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,5,3,3,8,1,4,3,5,7,4,2,1,1,0,1,5,2,2,7,6,5,3,9,1,1,2,1,2,1,2,1,1,2,1,3,1,1,3,3,24,,2,,5,3,12,13,2,20,5,2,,2,8,1,7,2,8,9,4
755-93,755,93,2025,3,1.978793504969802,93180,20,13,1,1,9,4,5,5,5,4,3,4,4,4,3,10,1,3,2,4,4,3,2,2,8,2,3,3,3,2,2,3,3,4,3,3,3,2,3,2,3,3,3,2,3,3,2,2,2,2,3,2,3,3,2,3,2,2,2,3,3,1,2,6,1,1,1,1,1,1,2,2,2,3,2,3,2,4,4,5,1,5,7,6,1,5,5,5,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,10,1,3,4,5,7,7,5,4,3,4,3,4,7,5,4,7,6,3,9,8,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,10,,1,2,,2,11,-8,1,43,1,2,,1,1,2,10,1,,8,1
756-93,756,93,2025,3,.1653525819759273,93192,20,13,1,3,7,3,3,3,3,-7,3,3,-7,2,1,2,3,2,1,2,3,3,2,2,-8,3,3,3,3,3,6,2,6,6,3,6,6,6,2,6,6,2,2,3,4,4,4,2,4,3,3,3,2,3,4,3,3,2,2,2,4,2,1,5,2,1,1,1,1,1,3,2,1,2,2,2,1,3,1,3,8,4,1,9,3,7,10,10,10,10,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,12,2,2,2,2,0,5,5,1,1,1,1,0,1,1,1,1,7,4,5,2,4,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,5,15,15,2,,-8,1,4,13,2,63,1,2,,1,8,2,4,1,,1,2
757-93,757,93,2025,3,.3696788451968023,93201,20,13,1,3,6,3,4,4,4,2,3,3,3,3,5,6,2,2,1,3,2,3,1,1,4,4,3,3,3,3,3,3,3,3,2,3,3,3,6,4,3,2,2,2,4,4,3,2,2,3,2,3,4,4,3,2,3,2,2,4,4,2,1,5,2,2,3,3,4,4,2,3,1,4,3,3,2,5,6,5,6,8,5,5,6,8,5,6,5,6,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,12,2,4,2,5,5,4,5,5,0,5,5,5,5,5,5,10,4,10,5,5,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,15,15,1,1,,5,8,21,2,61,1,2,,1,5,2,4,1,,2,2
758-93,758,93,2025,3,1.230369489815775,93193,20,13,1,3,7,3,3,-7,3,5,3,4,3,3,5,10,1,4,2,4,3,3,2,1,5,3,3,4,2,3,3,2,3,4,4,2,3,3,3,2,3,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,4,3,2,1,1,2,2,1,1,1,1,2,3,2,1,3,1,1,4,3,1,5,5,5,5,7,2,6,8,6,8,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,12,2,8,3,4,1,5,3,5,0,5,0,5,0,5,5,0,5,5,4,5,3,6,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,15,15,1,4,,3,5,-9,1,30,1,2,,2,8,2,4,2,1,2,1
759-93,759,93,2025,3,2.009162867539809,93008,2,2,1,3,7,5,5,-7,5,5,5,3,5,2,2,3,13,4,1,5,1,5,3,2,5,3,2,3,1,5,3,4,2,6,6,6,6,6,3,4,6,4,4,1,4,4,3,4,4,4,2,3,4,4,3,3,3,1,2,4,3,1,2,5,2,3,1,1,1,1,3,1,1,3,2,2,1,2,4,5,3,5,5,6,14,9,1,1,1,1,3,1,2,3,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,,3,1,1,5,5,3,4,3,0,5,7,1,7,0,1,2,2,7,7,7,6,4,3,10,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,15,15,1,2,,1,7,-9,1,26,1,2,,2,8,2,8,2,3,2,1
76-93,76,93,2025,3,.5480763073889531,93121,16,10,1,3,7,4,-7,5,5,3,3,3,3,3,3,6,1,3,2,2,3,4,2,2,-8,6,-8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,10,1,1,4,4,-8,4,-8,2,4,2,3,-8,2,1,1,5,8,5,10,1,9,3,10,0,0,10,2,1,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,12,12,2,-8,-8,10,5,1,10,10,0,0,0,0,10,-8,10,6,4,8,5,5,2,3,1,-8,-8,1,2,2,3,2,2,2,2,2,3,5,15,15,1,4,,3,9,-9,2,80,1,2,,1,7,2,1,1,,0,7
760-93,760,93,2025,3,2.288861955896733,93088,10,7,1,2,10,4,-7,-7,5,5,4,2,5,4,4,9,10,2,1,3,2,4,2,2,6,2,2,4,2,4,2,4,2,6,2,6,6,6,6,4,6,4,3,2,4,3,3,4,2,4,4,2,4,4,3,3,3,2,2,3,4,3,1,5,1,1,1,1,1,2,2,3,1,3,2,1,1,2,4,4,5,10,5,1,11,6,0,0,0,0,2,2,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,10,3,4,4,0,5,5,0,0,0,0,0,0,0,0,0,4,10,4,8,5,2,3,1,1,2,2,1,1,2,1,1,1,1,1,2,3,15,15,1,2,,2,9,-8,1,32,1,2,,2,8,2,3,2,4,3,1
761-93,761,93,2025,3,1.086718541600207,93100,12,8,1,2,9,5,5,5,5,4,4,2,3,4,14,1,3,3,1,4,1,4,1,3,4,5,4,3,4,1,4,3,2,4,2,3,3,6,6,1,6,4,4,2,4,3,3,4,3,4,2,3,3,3,2,3,2,3,2,2,4,1,4,5,3,1,1,1,1,1,2,2,1,3,2,2,2,5,2,5,2,7,4,5,14,7,0,0,2,2,3,1,3,4,3,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,1,2,,3,1,1,12,7,1,5,5,9,5,10,1,8,0,5,6,2,10,5,10,7,5,3,8,3,2,1,1,1,1,1,1,2,1,2,1,1,2,1,3,2,25,,1,1,,13,9,21,2,33,1,2,,1,3,2,8,2,8,8,1
762-93,762,93,2025,3,1.63007781240031,93100,12,8,1,2,9,4,5,5,5,4,3,5,3,3,3,11,1,3,2,4,1,4,2,3,5,3,3,4,4,3,4,3,6,6,4,5,6,6,6,6,6,3,4,2,4,2,2,3,1,3,2,1,3,4,3,2,2,1,2,3,3,1,3,4,3,3,1,1,1,1,3,3,1,2,2,3,2,4,5,5,4,8,5,1,7,8,2,0,0,0,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,12,5,3,4,5,3,5,6,1,7,2,5,5,5,5,5,8,6,7,3,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,15,15,1,1,,9,6,20,2,41,1,2,,1,1,2,6,2,8,4,8
763-93,763,93,2025,3,.9101799589613553,93278,9,6,2,3,10,5,4,5,5,5,3,4,4,4,3,5,10,3,-8,3,3,3,-8,3,5,3,3,3,3,3,6,6,6,6,6,5,6,6,6,6,6,4,3,3,4,4,3,3,2,3,2,2,3,3,3,2,3,2,1,3,3,2,2,10,3,1,1,2,1,2,3,1,2,4,3,2,2,5,6,2,7,9,4,1,11,5,4,2,0,1,2,1,2,4,3,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,3,1,1,1,10,4,3,5,5,5,8,1,5,1,1,1,1,1,1,5,5,4,8,2,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,4,3,15,15,1,1,,5,6,-6,2,26,1,2,,1,8,2,4,1,,1,3
764-93,764,93,2025,3,.5398792158529651,93167,20,13,1,3,5,3,-7,-7,3,4,4,4,4,3,1,3,4,2,2,3,2,3,2,1,1,4,2,4,4,2,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,5,3,3,2,1,2,4,3,1,3,4,4,1,1,3,2,1,2,5,5,1,4,5,10,10,10,10,1,1,1,4,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,3,12,3,3,12,3,4,4,5,5,10,0,10,0,0,0,10,10,0,10,6,4,3,2,8,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,15,15,1,1,,1,2,13,1,39,1,2,,2,8,2,8,1,,-8,1
765-93,765,93,2025,3,.3882340053012306,93118,14,9,1,4,1,1,3,-9,-7,-7,3,2,5,4,3,10,1,1,2,1,4,5,-9,2,-8,-9,-9,-8,-9,4,-9,-9,-9,-9,6,-9,-9,6,-9,6,-9,4,4,3,4,-8,4,4,4,4,-8,1,4,3,4,3,4,4,-8,2,2,-9,-9,-8,2,1,-8,4,2,4,1,3,3,1,4,3,4,3,3,9,2,1,0,1,6,13,0,0,0,3,2,1,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,6,12,12,2,12,1,5,9,10,4,4,3,2,4,6,0,0,9,1,10,7,3,8,5,2,2,2,3,3,1,3,3,1,2,1,2,1,2,2,5,15,15,1,1,,9,3,21,2,55,1,2,,1,1,2,1,1,,1,10
766-93,766,93,2025,3,1.106141730468398,93166,20,13,1,3,7,3,4,4,4,4,4,4,4,3,1,2,5,2,1,3,2,4,2,2,10,1,2,4,2,4,2,4,6,2,2,6,3,6,6,4,6,3,2,3,3,-8,2,4,2,2,4,3,4,3,4,3,3,4,3,3,3,2,1,10,1,1,1,1,1,1,1,4,1,4,1,4,2,2,2,1,4,10,1,4,3,8,10,10,0,10,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,2,1,3,5,0,10,10,0,0,0,0,0,0,0,0,0,6,4,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,20,,1,2,,4,5,-6,1,35,1,2,,1,2,2,8,1,,4,1
767-93,767,93,2025,3,4.229090572739142,93070,8,6,1,3,1,4,-7,4,2,-7,1,2,5,2,6,3,9,1,3,1,2,5,3,2,-8,1,1,2,2,6,6,6,6,6,6,6,6,1,6,6,6,4,1,1,4,4,4,3,3,4,3,1,4,4,3,3,4,1,3,3,3,-9,2,10,1,1,2,2,1,1,1,3,2,1,2,2,1,2,1,8,1,1,10,2,6,1,0,10,10,10,2,4,2,3,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,3,12,12,12,12,4,4,4,10,10,10,0,9,0,0,0,-8,0,0,0,3,4,6,4,1,3,2,1,-8,1,3,2,-8,2,-8,-8,3,-8,-8,1,5,15,15,2,,5,1,9,21,2,41,1,2,,1,5,2,1,2,-8,-8,10
768-93,768,93,2025,3,.5286363215923927,93070,8,6,1,2,1,4,1,1,1,4,2,1,4,2,3,11,13,3,2,3,2,3,1,3,-8,3,5,6,3,3,6,6,6,6,6,6,6,3,6,6,3,1,1,1,3,1,1,1,1,1,1,1,1,-8,1,1,1,1,2,1,2,1,1,10,1,1,2,2,1,3,2,3,4,4,3,3,3,5,2,1,4,6,10,1,9,2,0,6,6,10,1,1,3,3,3,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,,2,2,1,1,5,4,1,3,0,9,10,0,0,0,0,0,0,0,0,0,4,3,8,2,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,3,15,15,1,2,,9,8,20,2,35,1,2,,1,8,2,4,1,,3,1
769-93,769,93,2025,3,.7128873632897355,93090,12,8,1,4,8,3,4,5,4,3,4,4,3,3,3,7,2,3,2,3,3,3,2,2,10,2,2,3,6,4,6,6,6,6,6,6,6,6,6,6,6,4,3,3,4,3,3,4,3,3,3,3,4,3,3,3,4,3,3,4,4,1,1,5,2,2,1,1,1,1,1,3,2,3,3,3,1,3,4,1,8,5,5,1,3,2,10,10,8,10,1,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,8,8,5,2,4,4,0,5,5,0,10,0,0,8,0,10,0,10,5,10,3,6,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,5,15,15,1,2,,1,2,-9,2,44,1,2,,1,1,2,4,2,4,4,8
77-93,77,93,2025,3,.2738551196235331,93120,16,10,1,2,10,1,-7,-7,5,5,3,5,5,4,5,2,4,3,1,4,1,3,1,1,3,5,5,4,4,1,3,2,3,3,1,4,2,3,6,6,6,4,4,4,4,2,3,4,3,3,2,3,3,3,3,4,4,2,2,3,4,1,3,5,2,1,1,2,1,3,3,1,1,3,3,2,2,2,2,7,9,3,2,1,9,6,0,2,0,2,3,1,2,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,3,3,5,3,11,5,4,3,4,7,6,5,7,3,7,5,5,7,5,8,6,7,3,9,5,2,2,2,1,1,3,1,1,1,1,1,1,1,1,2,3,15,15,1,1,,9,1,-9,2,35,1,2,,2,8,2,10,1,,4,1
